part,1
name,
,,5286,育駿
,,5295,懷藝
,,5298,合盈光電科技
,,5346,力晶
,,5387,茂德科技
,,5541,廣朋
,,5827,華泰銀行
,,5828,富邦產保
,,5830,三信商業銀行
,,5831,新光人壽
,,5833,元大證金
,,5834,兆豐保險
,,5835,國泰世華
,,5836,台北富邦
,,5838,華南銀行
,,5839,中華開發資本
,,5839A,開發銀特
,,5840,國際票券
,,5842,兆豐票券
,,5843,兆豐商銀
,,5844,第一銀行
,,5846,國泰人壽
,,5847,玉山商銀
,,5848,台新商銀
,,5849,永豐銀行
,,5850,日盛銀行
,,5852,元大銀行
,,5857,台灣土地銀行
,,5858,臺灣銀行
,,5862,板信商業銀行
,,5865,富邦人壽保險
,,5866,統一期
,,5867,康和期貨
,,5868,臺灣金融控股
,,5870,花旗(台灣)商業銀行
,,5872,匯豐(台灣)商業銀行
,,5873,全球人壽保險
,,5874,南山人壽保險
,,5875,星展(台灣)商業銀行
,,5901,中友百貨
,,6008,凱基證
,,6014,日盛證券
,,6025,臺銀人壽
,,6029,和泰產險
,,6030,樂天國際銀行
,,6031,連線銀行
,,6131,鈞泰
,,6475,岱煒
,,6479,瑞寶基因
,,6483,原創
,,6484,惠合再生醫學生技
,,6497,亞獅康-KY
,,6526,達發
,,6563,映智
,,6614,資拓宏宇
,,6623,施吉生技
,,6633,萊鎂醫
,,6635,瑞利軍工
,,6647,合迪
,,6659,天明
,,6660,厚美德
,,6663,茂丞
,,6688,海樂影業
,,6694,長泓
,,6704,國璽幹細胞
,,6707,富基電通
,,6722,輝創
,,6725,矽科宏晟
,,6726,鑫亞電通
,,6746,全科綜電
,,6760,金品軒鍊金廠
,,6772,錫安生技
,,6778,安麗莎醫療器材
,,6779,鋐昇
,,6795,洹藝
,,6798,展逸
,,6807,峰源-KY
,,6822,台創材
,,6824,信力生
,,6845,仲信資融
,,6846,綠茵生技
,,6849,奇鼎科技
,,6851,立視科
,,6852,精能醫學
,,6866,中大生醫
,,6867,坦德科技
,,6871,新鑫
,,6872,浩宇生醫
,,6876,朗齊生醫
,,6881,潤德
,,6882,甲尚
,,6883,微電能源
,,6884,海柏特
,,6885,全福生技
,,6886,遠東生技
,,7426,亞基科
,,7570,紫金堂
,,7575,安美得
,,8015,愛迪亞
,,8022,正航資訊
,,8029,久尹
,,8078,華寶
,,8134,泰山電子
,,8140,利翔航太
,,8152,峻新電腦
,,8218,輝城電子
,,8225,華矽公司
,,8287,英格爾
,,8304,佳聯有線
,,8305,群健
,,8307,威達
,,8308,中投有線
,,8309,吉元
,,8310,長德有線
,,8312,東亞有線
,,8327,洄瀾有線
,,8343,科學城
,,8350,榮輪科技
,,8360,中華電視
,,8368,屏南有線
,,8370,欣隆天然
,,8376,遠鼎投資
,,8379,欣湖公司
,,8387,緯來電視網
,,8391,森霸電力
,,8392,星能電力
,,8394,台灣菸酒
,,8399,聯美林業
,,8452,北都數位有線電視
,,8453,全國數位有線電視
,,8456,新北市有線電視
,,8459,數位天空服務
,,8469,新高雄有線
,,8475,新彰
,,8495,經緯航
,,8943,寶福有線
,,8945,大新店
,,8946,雙子星
,,8948,北視有線
,,8951,新竹振道
,,8952,金頻道
,,8953,吉隆有線
,,8955,北健有線
,,8956,台灣數位
,,8957,新唐城
,,8960,紅樹林
,,8962,新視波有
,,8963,新台北
,,8965,家和有線
,,8966,鳳信有線
,,8967,慶聯有線
,,8968,陽明山
,,8969,北桃園
,,8970,大揚有線
,,8971,南桃園
,,8973,澎湖有線
,,8974,世新有線
,,8975,觀昇有線
,,8976,聯維有線
,,8977,南國
,,8978,大安文山
,,8980,萬象有線
,,8981,麗冠有線
,,8982,信和有線
,,8983,豐盟有線
,,8985,國聲有線
,,8986,台灣佳光
,,8987,東台有線
,,8988,大屯有線
,,8990,港都電視
,,8991,三大有線
,,8992,新頻道有
,,8995,北港有線
,,9963,台電
,,9964,榮僑投資
,,9968,華歌爾
,,9971,立大開發
,,9977,新永安
,,9978,長榮空廚
,,9982,三冠王
,,9983,永佳樂
,,9984,全聯有線
,,9985,觀天下
,,9986,南天有線
